400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,ycs_bypass,CoefR2Y,CoefG2Y,CoefB2Y,CoefR2Cb,CoefG2Cb,CoefB2Cb,CoefR2Cr,CoefG2Cr,CoefB2Cr,RGB2YCC_cb_offset,RGB2YCC_cr_offset,chro_mode,chro_y_th,chro_th,chro_cutoff_th1,chro_cutoff_th2,chro_a1,chro_a2,chro_lut1,chro_lut2,chro_lut3,chro_lut4,chro_lut5,chro_lut6,chro_lut7,chro_lut8,chro_lut9,chro_lut10,chro_lut11,chro_lut12,chro_lut13,chro_lut14,chro_lut15,lut_ycs_y_1,lut_ycs_y_2,lut_ycs_y_3,lut_ycs_y_4,lut_ycs_y_5,lut_ycs_y_6,lut_ycs_y_7,lut_ycs_y_8,lut_ycs_y_9,lut_ycs_y_10,lut_ycs_y_11,lut_ycs_y_12,lut_ycs_y_13,lut_ycs_y_14,lut_ycs_y_15,lut_ycs_y_16,lut_ycs_y_17,lut_ycs_y_18,lut_ycs_y_19,lut_ycs_y_20,lut_ycs_y_21,lut_ycs_y_22,lut_ycs_y_23,lut_ycs_y_24,lut_ycs_y_25,lut_ycs_y_26,lut_ycs_y_27,lut_ycs_y_28,lut_ycs_y_29,lut_ycs_y_30,lut_ycs_y_31,lut_ycs_y_32,lut_ycs_y_33,lut_ycs_c_1,lut_ycs_c_2,lut_ycs_c_3,lut_ycs_c_4,lut_ycs_c_5,lut_ycs_c_6,lut_ycs_c_7,lut_ycs_c_8,lut_ycs_c_9,lut_ycs_c_10,lut_ycs_c_11,lut_ycs_c_12,lut_ycs_c_13,lut_ycs_c_14,lut_ycs_c_15,lut_ycs_c_16,lut_ycs_c_17,tr_first_tile_width,tr_first_tile_height,out_line_offset,out_line_num,RawHsize,RawVsize,SrcHbase,SrcVbase,SrcHsize,SrcVsize,DestHsize,DestVsize
pattern_00116,0,308,600,116,2220,2388,512,512,2476,2132,128,128,2,40,15,10,10,1,1,0,5,14,7,2,12,2,9,14,5,15,15,14,14,6,43,47,46,45,35,1,40,28,31,39,35,18,15,17,21,32,30,10,10,35,35,39,48,25,64,51,60,9,32,21,63,60,61,4,22,49,48,39,41,43,13,34,46,39,60,16,38,55,9,55,1279,2111,1279,2111,1280,2112,0,0,1280,2112,1280,2112
pattern_00117,0,308,600,116,2220,2388,512,512,2476,2132,128,128,2,40,15,10,10,1,170,6,14,3,3,5,13,10,11,4,0,6,15,2,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1279,2111,1279,2111,1280,2112,0,0,1280,2112,1280,2112
pattern_00118,0,308,600,116,2220,2388,512,512,2476,2132,128,128,2,40,15,10,10,1,255,10,8,8,5,15,11,15,12,12,10,9,3,1,10,7,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1279,2111,1279,2111,1280,2112,0,0,1280,2112,1280,2112
pattern_00119,0,308,600,116,2220,2388,512,512,2476,2132,128,128,2,40,15,10,10,170,1,4,15,7,4,5,4,3,8,8,12,13,1,12,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,1279,2111,1279,2111,1280,2112,0,0,1280,2112,1280,2112
pattern_00120,0,308,600,116,2220,2388,512,512,2476,2132,128,128,2,40,15,10,10,170,170,12,9,0,4,13,2,13,3,10,14,1,12,1,0,6,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,1279,2111,1279,2111,1280,2112,0,0,1280,2112,1280,2112
pattern_00121,0,308,600,116,2220,2388,512,512,2476,2132,128,128,2,40,15,10,10,170,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,25,46,22,10,15,8,38,29,39,49,50,17,15,16,45,4,52,32,15,5,42,43,39,55,46,11,8,62,3,22,26,34,50,7,48,6,3,28,40,11,61,26,2,41,7,20,61,33,16,1279,2111,1279,2111,1280,2112,0,0,1280,2112,1280,2112
pattern_00122,0,308,600,116,2220,2388,512,512,2476,2132,128,128,2,40,15,10,10,255,1,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,34,61,45,28,20,33,63,1,26,20,6,33,55,24,58,22,61,51,26,11,46,63,23,1,12,34,11,29,9,5,17,5,30,54,12,42,49,2,63,16,19,3,35,6,24,22,7,1,59,50,1279,2111,1279,2111,1280,2112,0,0,1280,2112,1280,2112
pattern_00123,0,308,600,116,2220,2388,512,512,2476,2132,128,128,2,40,15,10,10,255,170,9,3,9,10,9,8,5,9,6,8,11,11,9,8,14,11,9,27,16,37,29,64,6,59,18,11,40,17,41,24,40,10,40,54,3,11,23,0,36,52,42,36,23,58,30,31,41,0,44,41,7,21,39,29,23,3,46,18,56,53,35,29,62,49,31,1279,2111,1279,2111,1280,2112,0,0,1280,2112,1280,2112
pattern_00124,0,308,600,116,2220,2388,512,512,2476,2132,128,128,2,40,15,10,10,255,255,8,9,2,1,8,14,11,8,15,15,9,2,6,0,12,11,13,61,61,53,48,42,61,58,50,62,3,35,21,2,35,40,37,32,10,9,1,9,62,6,45,60,10,5,34,34,13,58,47,2,37,11,58,43,40,54,18,12,3,58,42,9,43,34,54,1279,2111,1279,2111,1280,2112,0,0,1280,2112,1280,2112
pattern_00125,0,308,600,116,2220,2388,512,512,2476,2132,128,128,2,40,15,10,15,1,1,3,13,0,9,2,3,11,7,11,4,7,0,4,14,6,64,28,7,53,43,15,34,31,15,46,9,0,64,17,30,39,50,16,33,58,30,10,40,45,63,18,47,15,29,3,61,40,18,52,0,5,36,17,26,8,40,21,22,30,16,41,56,14,31,50,1279,2111,1279,2111,1280,2112,0,0,1280,2112,1280,2112
pattern_00126,0,308,600,116,2220,2388,512,512,2476,2132,128,128,2,40,15,10,15,1,170,3,6,6,1,8,4,12,14,3,15,9,13,12,2,11,11,17,53,38,36,59,21,28,30,31,22,17,62,18,62,18,53,31,12,3,6,59,29,20,4,45,41,2,44,30,20,45,49,20,62,62,8,10,51,55,20,10,4,57,9,26,5,44,8,1,1279,2111,1279,2111,1280,2112,0,0,1280,2112,1280,2112
pattern_00127,0,308,600,116,2220,2388,512,512,2476,2132,128,128,2,40,15,10,15,1,255,5,1,12,6,5,2,10,2,0,5,13,15,15,3,0,57,23,2,27,21,26,48,23,12,31,47,57,3,34,48,44,19,36,36,6,46,2,10,16,49,38,19,57,44,20,37,19,20,34,23,38,4,27,47,36,11,59,22,1,25,25,18,41,63,60,1279,2111,1279,2111,1280,2112,0,0,1280,2112,1280,2112
pattern_00128,0,308,600,116,2220,2388,512,512,2476,2132,128,128,2,40,15,10,15,170,1,4,9,7,5,6,2,7,4,7,9,12,11,2,11,0,55,36,5,6,58,50,59,35,35,21,12,43,58,54,64,23,46,43,61,22,15,8,39,42,60,20,37,29,4,20,50,62,8,5,2,49,40,27,22,31,13,11,62,3,9,57,47,9,44,58,1279,2111,1279,2111,1280,2112,0,0,1280,2112,1280,2112
pattern_00129,0,308,600,116,2220,2388,512,512,2476,2132,128,128,2,40,15,10,15,170,170,1,4,7,4,7,14,15,14,15,6,10,5,13,9,7,16,51,28,43,35,35,21,57,1,56,53,50,60,7,22,47,46,62,22,40,19,54,61,17,10,1,53,35,21,29,6,24,31,61,55,40,29,54,16,31,42,0,11,33,19,26,27,26,31,26,1279,2111,1279,2111,1280,2112,0,0,1280,2112,1280,2112
pattern_00130,0,308,600,116,2220,2388,512,512,2476,2132,128,128,2,40,15,10,15,170,255,12,0,14,6,10,15,12,8,9,13,3,6,1,2,3,11,55,51,32,50,40,32,30,50,31,53,14,30,4,35,7,32,13,18,33,41,11,28,6,26,3,25,20,23,41,59,42,22,60,40,25,37,35,20,33,23,21,43,22,48,2,61,18,12,38,1279,2111,1279,2111,1280,2112,0,0,1280,2112,1280,2112
pattern_00131,0,308,600,116,2220,2388,512,512,2476,2132,128,128,2,40,15,10,15,255,1,14,8,3,9,8,2,14,13,5,3,11,15,8,1,13,49,53,57,31,43,61,61,45,13,26,48,23,62,16,64,28,30,15,2,54,53,6,48,27,31,8,48,4,55,47,21,46,26,35,3,7,14,37,46,17,50,1,32,34,58,6,8,17,46,21,1279,2111,1279,2111,1280,2112,0,0,1280,2112,1280,2112
pattern_00132,0,308,600,116,2220,2388,512,512,2476,2132,128,128,2,40,15,10,15,255,170,8,5,12,2,5,11,3,12,8,11,10,7,0,3,3,34,11,16,23,12,45,58,24,8,50,41,58,45,60,60,35,5,51,23,25,23,0,1,10,64,35,37,17,24,57,3,52,20,37,16,59,34,41,15,45,39,2,10,52,58,38,3,26,35,52,1279,2111,1279,2111,1280,2112,0,0,1280,2112,1280,2112
pattern_00133,0,308,600,116,2220,2388,512,512,2476,2132,128,128,2,40,15,10,15,255,255,11,8,11,12,2,11,12,12,9,4,8,3,12,6,15,5,21,58,17,19,38,55,12,19,34,12,54,11,14,48,41,60,30,52,58,20,61,5,41,16,17,25,63,6,35,15,38,49,46,60,27,46,21,36,25,17,45,41,36,40,48,36,29,30,34,1279,2111,1279,2111,1280,2112,0,0,1280,2112,1280,2112
pattern_00134,0,308,600,116,2220,2388,512,512,2476,2132,128,128,2,40,15,15,1,1,1,12,1,4,12,1,0,11,5,2,1,2,5,9,12,14,57,64,33,16,0,54,15,8,6,51,34,29,27,9,29,61,1,29,42,38,16,36,16,45,23,61,33,53,63,35,36,31,22,3,55,4,7,8,50,51,17,40,51,11,34,43,40,38,57,16,1279,2111,1279,2111,1280,2112,0,0,1280,2112,1280,2112
pattern_00135,0,308,600,116,2220,2388,512,512,2476,2132,128,128,2,40,15,15,1,1,170,5,13,6,1,6,1,14,11,10,10,1,2,11,7,12,57,12,33,2,19,63,3,62,54,47,37,63,6,1,12,24,16,47,34,21,6,39,6,4,24,17,64,46,3,59,59,5,40,12,18,37,11,32,20,48,48,55,51,63,5,13,21,52,15,34,1279,2111,1279,2111,1280,2112,0,0,1280,2112,1280,2112
pattern_00136,0,308,600,116,2220,2388,512,512,2476,2132,128,128,2,40,15,15,1,1,255,12,3,11,2,12,0,6,3,12,5,1,4,14,8,10,34,46,40,58,31,60,6,0,2,26,29,14,49,31,26,13,33,22,2,64,50,17,34,14,46,44,4,33,49,58,21,2,31,4,1,58,22,28,19,23,54,3,40,13,41,9,5,54,16,18,1279,2111,1279,2111,1280,2112,0,0,1280,2112,1280,2112
pattern_00137,0,308,600,116,2220,2388,512,512,2476,2132,128,128,2,40,15,15,1,170,1,13,3,12,11,8,12,6,3,14,3,3,12,6,9,7,41,40,17,8,21,32,31,33,44,44,17,42,7,19,6,6,22,41,8,6,39,35,33,5,5,61,52,3,59,62,19,40,34,12,22,26,57,36,62,13,3,60,58,48,13,53,46,34,9,20,1279,2111,1279,2111,1280,2112,0,0,1280,2112,1280,2112
pattern_00138,0,308,600,116,2220,2388,512,512,2476,2132,128,128,2,40,15,15,1,170,170,6,9,13,3,12,3,2,0,11,5,5,7,14,0,7,9,15,16,43,40,2,61,19,23,39,7,31,29,30,12,7,6,6,39,26,0,51,10,36,9,47,53,17,15,26,60,34,59,34,33,59,60,34,6,43,30,43,34,8,2,47,52,19,3,3,1279,2111,1279,2111,1280,2112,0,0,1280,2112,1280,2112
pattern_00139,0,308,600,116,2220,2388,512,512,2476,2132,128,128,2,40,15,15,1,170,255,0,12,9,7,1,9,14,0,9,1,1,13,10,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1279,2111,1279,2111,1280,2112,0,0,1280,2112,1280,2112
pattern_00140,0,308,600,116,2220,2388,512,512,2476,2132,128,128,2,40,15,15,1,255,1,3,8,8,10,5,7,4,14,15,15,5,14,13,7,3,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1279,2111,1279,2111,1280,2112,0,0,1280,2112,1280,2112
pattern_00141,0,308,600,116,2220,2388,512,512,2476,2132,128,128,2,40,15,15,1,255,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,1279,2111,1279,2111,1280,2112,0,0,1280,2112,1280,2112
pattern_00142,0,308,600,116,2220,2388,512,512,2476,2132,128,128,2,40,15,15,1,255,255,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,1279,2111,1279,2111,1280,2112,0,0,1280,2112,1280,2112
pattern_00143,0,308,600,116,2220,2388,512,512,2476,2132,128,128,2,40,15,15,10,1,1,2,15,4,15,9,12,10,13,0,12,9,6,14,5,8,40,55,27,19,31,49,59,2,41,25,4,36,40,6,38,2,64,50,27,47,46,27,39,58,52,56,46,48,64,31,41,15,41,31,31,32,16,6,38,26,20,34,38,52,40,52,53,59,16,59,1279,2111,1279,2111,1280,2112,0,0,1280,2112,1280,2112
pattern_00144,0,308,600,116,2220,2388,512,512,2476,2132,128,128,2,40,15,15,10,1,170,1,3,0,12,8,10,15,2,11,9,13,11,2,10,2,61,14,7,7,11,39,7,48,31,22,57,20,28,1,36,61,34,7,32,25,24,48,32,36,45,62,9,4,60,59,4,29,13,27,46,26,31,14,24,55,14,57,18,48,34,32,6,36,42,3,1279,2111,1279,2111,1280,2112,0,0,1280,2112,1280,2112
pattern_00145,0,308,600,116,2220,2388,512,512,2476,2132,128,128,2,40,15,15,10,1,255,14,9,12,15,2,12,8,10,15,11,8,10,3,7,11,6,54,31,60,0,42,60,5,10,54,44,46,5,10,29,3,19,28,4,48,25,39,48,2,34,21,63,22,49,61,13,63,2,2,41,57,39,19,29,17,8,16,20,5,55,3,26,62,21,63,1279,2111,1279,2111,1280,2112,0,0,1280,2112,1280,2112
pattern_00146,0,308,600,116,2220,2388,512,512,2476,2132,128,128,2,40,15,15,10,170,1,10,3,7,0,15,15,0,1,4,12,13,11,13,5,9,35,16,45,62,55,58,64,43,55,15,62,64,47,1,51,44,61,47,20,64,43,33,31,64,13,6,55,16,58,51,47,58,64,4,29,37,56,27,27,33,50,47,52,20,54,16,1,16,19,49,1279,2111,1279,2111,1280,2112,0,0,1280,2112,1280,2112
pattern_00147,0,308,600,116,2220,2388,512,512,2476,2132,128,128,2,40,15,15,10,170,170,6,15,15,7,9,2,14,13,12,14,3,3,10,7,1,34,42,4,64,28,25,11,32,59,36,33,61,7,60,32,47,35,21,59,45,17,63,24,54,11,53,28,45,57,23,29,11,5,29,32,59,12,46,63,9,63,40,34,8,27,62,5,0,11,36,1279,2111,1279,2111,1280,2112,0,0,1280,2112,1280,2112
pattern_00148,0,308,600,116,2220,2388,512,512,2476,2132,128,128,2,40,15,15,10,170,255,6,8,1,4,14,8,7,9,11,15,11,10,15,14,5,22,50,33,39,43,0,8,3,64,32,5,33,37,54,51,58,11,5,12,53,40,58,33,22,19,59,51,18,22,26,7,27,18,64,57,50,61,15,34,16,14,59,35,31,59,8,3,11,17,2,1279,2111,1279,2111,1280,2112,0,0,1280,2112,1280,2112
pattern_00149,0,308,600,116,2220,2388,512,512,2476,2132,128,128,2,40,15,15,10,255,1,15,11,2,5,4,2,15,13,6,9,10,7,10,5,0,44,2,17,16,53,16,17,58,17,15,57,63,49,17,51,7,55,1,10,1,4,39,49,64,0,52,61,61,22,13,45,23,15,40,60,40,61,17,38,21,21,23,42,13,46,37,55,49,6,45,1279,2111,1279,2111,1280,2112,0,0,1280,2112,1280,2112
pattern_00150,0,308,600,116,2220,2388,512,512,2476,2132,128,128,2,40,15,15,10,255,170,10,13,2,8,4,11,7,10,15,5,10,4,7,4,0,31,21,39,22,60,61,35,56,64,15,23,17,3,23,56,24,19,39,50,9,41,52,27,32,41,22,36,14,17,3,41,19,20,63,5,45,3,14,56,21,6,49,62,46,1,52,36,10,42,46,1279,2111,1279,2111,1280,2112,0,0,1280,2112,1280,2112
pattern_00151,0,308,600,116,2220,2388,512,512,2476,2132,128,128,2,40,15,15,10,255,255,15,9,9,7,2,15,7,8,7,2,0,11,13,3,15,32,58,64,32,14,44,26,52,36,7,2,16,21,45,45,28,9,0,58,52,53,4,4,35,61,57,29,42,34,42,9,62,55,21,1,33,3,9,35,60,45,6,52,52,35,9,63,9,60,54,1279,2111,1279,2111,1280,2112,0,0,1280,2112,1280,2112
pattern_00152,0,308,600,116,2220,2388,512,512,2476,2132,128,128,2,40,15,15,15,1,1,8,8,3,8,5,0,3,14,3,5,12,2,4,14,3,62,15,60,13,41,21,51,59,27,47,24,22,56,8,37,33,34,49,17,22,3,6,22,7,48,44,6,17,18,46,1,42,56,35,51,7,58,34,36,41,43,26,50,30,41,12,49,15,13,18,1279,2111,1279,2111,1280,2112,0,0,1280,2112,1280,2112
pattern_00153,0,308,600,116,2220,2388,512,512,2476,2132,128,128,2,40,15,15,15,1,170,3,15,13,6,14,15,10,5,0,1,12,1,15,12,5,53,33,27,64,19,60,35,16,37,0,6,34,37,27,47,63,43,46,40,35,39,39,3,17,55,17,52,37,20,55,28,36,54,62,44,26,38,16,16,34,30,11,7,34,60,42,22,60,37,61,1279,2111,1279,2111,1280,2112,0,0,1280,2112,1280,2112
pattern_00154,0,308,600,116,2220,2388,512,512,2476,2132,128,128,2,40,15,15,15,1,255,3,11,5,6,2,7,8,14,10,11,5,5,11,1,3,17,36,56,1,17,30,46,62,58,5,4,28,49,5,22,0,57,61,21,13,7,21,57,39,33,26,17,24,18,49,13,6,12,32,56,50,45,9,13,50,8,19,6,19,42,48,24,27,38,9,1279,2111,1279,2111,1280,2112,0,0,1280,2112,1280,2112
pattern_00155,0,308,600,116,2220,2388,512,512,2476,2132,128,128,2,40,15,15,15,170,1,15,11,15,3,15,1,9,6,2,2,3,5,6,15,3,56,47,38,51,39,56,16,53,29,2,24,4,19,14,57,15,0,64,16,11,59,57,39,11,52,33,57,49,36,5,14,50,33,51,60,18,25,52,4,7,34,30,17,7,2,56,35,32,28,34,1279,2111,1279,2111,1280,2112,0,0,1280,2112,1280,2112
pattern_00156,0,308,600,116,2220,2388,512,512,2476,2132,128,128,2,40,15,15,15,170,170,13,15,0,11,9,13,11,9,2,15,1,8,14,4,14,24,1,35,27,6,33,31,58,42,11,23,34,0,62,47,52,34,49,1,13,36,19,25,28,53,49,37,62,53,57,8,54,12,38,40,26,26,61,62,27,14,24,20,18,3,3,39,44,53,17,1279,2111,1279,2111,1280,2112,0,0,1280,2112,1280,2112
pattern_00157,0,308,600,116,2220,2388,512,512,2476,2132,128,128,2,40,15,15,15,170,255,0,4,5,3,15,10,12,13,7,5,11,11,2,5,14,22,24,54,29,27,30,63,26,48,63,29,24,48,57,11,33,15,46,52,5,45,40,42,0,22,28,19,13,62,9,29,39,33,60,28,17,3,14,51,17,32,4,2,27,37,14,21,3,0,4,1279,2111,1279,2111,1280,2112,0,0,1280,2112,1280,2112
pattern_00158,0,308,600,116,2220,2388,512,512,2476,2132,128,128,2,40,15,15,15,255,1,0,14,0,1,14,1,10,0,11,2,14,9,5,0,13,22,18,15,30,20,40,40,43,60,19,7,33,0,25,43,49,59,64,15,5,20,56,30,26,24,4,25,8,32,44,54,4,19,11,53,60,49,7,48,50,29,1,64,37,55,8,34,21,30,2,1279,2111,1279,2111,1280,2112,0,0,1280,2112,1280,2112
pattern_00159,0,308,600,116,2220,2388,512,512,2476,2132,128,128,2,40,15,15,15,255,170,13,15,0,14,13,0,9,13,6,4,10,1,4,7,12,62,59,6,17,35,19,12,45,63,56,40,18,13,60,27,63,44,23,50,20,49,52,42,18,61,11,49,24,32,20,0,26,19,18,2,23,59,16,41,27,42,17,7,14,61,40,54,34,36,28,1279,2111,1279,2111,1280,2112,0,0,1280,2112,1280,2112
pattern_00160,0,308,600,116,2220,2388,512,512,2476,2132,128,128,2,40,15,15,15,255,255,9,5,4,10,13,1,13,5,9,8,3,5,15,12,13,23,45,11,46,50,52,7,55,60,58,54,2,9,4,51,15,17,43,22,44,39,41,19,29,47,55,25,14,4,15,36,21,40,58,28,3,30,36,8,52,21,26,32,20,18,33,46,5,21,55,1279,2111,1279,2111,1280,2112,0,0,1280,2112,1280,2112
pattern_00161,1,308,600,116,2220,2388,512,512,2476,2132,128,128,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1279,2111,1279,2111,1280,2112,0,0,1280,2112,1280,2112
pattern_00162,1,308,600,116,2220,2388,512,512,2476,2132,128,128,0,255,15,15,15,255,255,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1279,2111,1279,2111,1280,2112,0,0,1280,2112,1280,2112
pattern_00163,1,308,600,116,2220,2388,512,512,2476,2132,128,128,0,1,1,1,1,1,1,0,1,2,4,7,2,12,9,14,6,0,15,15,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,1279,2111,1279,2111,1280,2112,0,0,1280,2112,1280,2112
pattern_00164,1,308,600,116,2220,2388,512,512,2476,2132,128,128,0,255,15,15,15,255,255,10,8,9,8,10,4,10,12,12,4,6,2,10,8,1,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,1279,2111,1279,2111,1280,2112,0,0,1280,2112,1280,2112
pattern_00165,1,308,600,116,2220,2388,512,512,2476,2132,128,128,0,1,15,1,15,1,255,3,10,10,1,3,0,11,12,13,13,7,4,9,12,15,49,3,22,52,50,22,62,22,61,33,6,1,61,57,51,40,43,61,15,55,5,60,19,32,59,6,25,30,59,39,27,24,55,41,27,39,46,0,52,1,54,32,41,53,16,13,15,4,10,32,1279,2111,1279,2111,1280,2112,0,0,1280,2112,1280,2112
pattern_00166,1,308,600,116,2220,2388,512,512,2476,2132,128,128,0,255,1,15,1,255,1,1,5,6,15,9,6,0,12,15,9,5,15,3,14,15,32,13,62,64,50,6,26,47,64,3,40,40,45,12,2,8,19,53,10,27,55,27,48,54,34,33,56,22,0,42,30,8,36,45,58,7,48,41,60,33,44,64,43,24,20,24,50,54,20,49,1279,2111,1279,2111,1280,2112,0,0,1280,2112,1280,2112
pattern_00167,1,308,600,116,2220,2388,512,512,2476,2132,128,128,1,1,1,3,3,25,25,14,8,0,6,6,13,6,10,8,1,1,11,0,1,12,7,62,38,49,48,61,63,38,13,46,5,2,54,59,54,51,60,19,48,13,25,32,30,12,52,7,1,55,53,51,51,21,31,0,34,47,48,29,50,5,18,9,26,0,13,40,14,57,30,16,1279,2111,1279,2111,1280,2112,0,0,1280,2112,1280,2112
pattern_00168,1,308,600,116,2220,2388,512,512,2476,2132,128,128,1,1,10,3,3,25,25,1,10,1,12,10,9,7,15,5,6,10,1,0,1,5,16,3,25,39,11,24,20,28,37,11,33,6,40,39,12,20,53,33,14,49,64,61,54,32,9,11,28,11,7,24,10,19,37,44,59,37,58,21,5,54,2,51,44,4,1,19,53,16,48,56,1279,2111,1279,2111,1280,2112,0,0,1280,2112,1280,2112
pattern_00169,1,308,600,116,2220,2388,512,512,2476,2132,128,128,1,1,15,3,3,25,25,4,5,13,6,4,14,4,7,4,12,11,4,8,14,9,56,22,42,53,23,61,48,31,23,14,24,29,52,47,6,48,56,33,54,29,62,36,48,45,14,55,56,47,30,10,18,4,52,42,4,40,44,49,12,33,24,16,19,33,57,11,1,63,63,0,1279,2111,1279,2111,1280,2112,0,0,1280,2112,1280,2112
pattern_00170,1,308,600,116,2220,2388,512,512,2476,2132,128,128,1,170,1,3,3,25,25,12,9,13,11,2,11,4,3,8,13,2,11,4,11,11,1,10,56,17,1,58,38,24,10,5,15,14,18,18,27,36,27,4,39,59,59,58,5,46,21,55,43,8,18,27,30,2,39,8,17,33,33,42,1,30,6,58,62,11,6,62,32,54,1,53,1279,2111,1279,2111,1280,2112,0,0,1280,2112,1280,2112
pattern_00171,1,308,600,116,2220,2388,512,512,2476,2132,128,128,1,170,10,3,3,25,25,7,15,10,7,2,11,8,1,14,15,12,13,5,1,0,11,48,61,14,19,16,28,36,49,57,17,41,55,51,43,30,44,56,15,55,55,38,25,38,43,56,0,24,59,23,8,15,60,52,14,23,20,35,49,1,26,35,23,13,12,20,44,4,8,37,1279,2111,1279,2111,1280,2112,0,0,1280,2112,1280,2112
pattern_00172,1,308,600,116,2220,2388,512,512,2476,2132,128,128,1,170,15,3,3,25,25,2,11,15,3,0,10,13,1,0,11,2,9,6,15,5,38,8,39,18,54,20,53,17,25,25,21,46,38,54,59,8,16,60,44,21,1,21,27,28,54,41,12,39,20,41,57,18,44,60,24,25,33,56,63,46,28,60,33,58,25,62,17,20,15,2,1279,2111,1279,2111,1280,2112,0,0,1280,2112,1280,2112
pattern_00173,1,308,600,116,2220,2388,512,512,2476,2132,128,128,1,255,1,3,3,25,25,7,9,1,15,3,7,5,3,15,12,3,1,6,4,3,42,46,55,21,9,58,47,63,51,21,59,23,31,60,62,16,41,46,24,43,25,50,31,58,31,58,17,31,5,22,53,51,13,30,35,42,5,8,24,46,9,21,42,64,13,38,20,61,51,63,1279,2111,1279,2111,1280,2112,0,0,1280,2112,1280,2112
pattern_00174,1,308,600,116,2220,2388,512,512,2476,2132,128,128,1,255,10,3,3,25,25,13,2,1,11,12,13,6,14,7,6,3,10,6,14,5,15,10,54,9,43,22,57,30,11,16,55,36,60,27,44,21,0,38,10,32,25,64,59,55,7,8,58,42,35,47,47,35,40,27,29,49,41,48,17,35,53,14,38,41,7,26,58,57,40,59,1279,2111,1279,2111,1280,2112,0,0,1280,2112,1280,2112
pattern_00175,1,308,600,116,2220,2388,512,512,2476,2132,128,128,1,255,15,3,3,25,25,8,3,2,12,10,8,8,10,15,9,6,14,10,11,3,41,19,24,4,52,9,26,6,29,23,21,60,7,64,50,49,19,60,20,61,17,41,57,41,25,7,40,54,38,33,27,14,6,37,45,48,14,3,55,22,52,53,10,11,26,34,27,25,15,55,1279,2111,1279,2111,1280,2112,0,0,1280,2112,1280,2112
pattern_00176,1,308,600,116,2220,2388,512,512,2476,2132,128,128,2,40,15,1,1,1,1,3,13,1,3,10,7,4,13,14,14,12,10,7,3,3,16,36,0,64,46,32,31,1,27,17,9,19,9,56,15,7,49,46,33,53,59,17,51,22,7,9,32,13,49,42,64,38,3,34,53,52,34,7,14,38,31,28,36,55,43,15,0,50,25,64,1279,2111,1279,2111,1280,2112,0,0,1280,2112,1280,2112
